exper,sex,school,wage
9,female,12,4.151395462
8,female,12,9.598372258
6,female,12,6.486177955
6,female,12,9.422228923
7,female,12,8.044052155
6,female,13,4.89955904
5,female,12,4.89955904
7,female,12,4.65849031
8,female,12,3.509209847
5,female,11,1.842396168
8,female,12,3.069603254
9,female,12,3.934781005
7,female,12,3.0622244
9,female,12,6.1244488
6,female,12,4.89955904
9,female,12,5.3588927
8,female,12,6.250372046
6,female,12,3.98089172
8,female,12,5.864433838
9,female,11,4.635028857
5,female,12,1.619345784
5,female,12,5.164400069
8,female,12,3.928280816
6,female,12,4.086708273
5,female,11,6.244536031
9,female,11,4.500138466
9,female,12,3.174339717
8,female,12,3.770516904
5,female,11,2.33027808
5,female,12,7.96178344
8,female,12,6.84884597
9,female,12,5.140883083
9,female,12,9.567808425
9,female,11,5.870439402
8,female,12,3.919647232
7,female,12,7.655561
9,female,12,6.73689368
7,female,9,4.28711416
6,female,13,8.210465818
10,female,11,2.642915665
8,female,12,3.67466928
7,female,12,0.689829612
8,female,12,1.821918407
5,female,12,6.649401554
7,female,11,3.98089172
6,female,12,2.502274795
8,female,11,1.486839076
7,female,11,4.09697261
9,female,11,7.296717997
9,female,11,4.211191241
5,female,13,8.368589893
9,female,11,3.156306616
9,female,12,4.712723265
8,female,12,3.526216306
7,female,12,4.703576678
8,female,10,4.170457992
9,female,12,4.838652919
3,female,11,2.458183566
9,female,12,6.1244488
6,female,12,8.880450759
7,female,12,7.655561
8,female,11,5.202565608
6,female,12,3.15466891
5,female,12,3.419826444
9,female,12,4.885941588
9,female,12,0.519790005
9,female,12,4.28711416
6,female,12,3.0622244
6,female,13,4.693261817
8,female,12,10.92469245
8,female,11,4.676851811
9,female,10,2.44977952
9,female,12,2.229299363
9,female,12,4.209946105
8,female,12,5.171756764
7,female,12,1.220864931
6,female,12,2.920081032
4,female,10,2.909890394
7,female,12,1.558950604
9,female,12,3.768891569
9,female,12,7.96178344
4,female,11,0.816593173
7,female,12,3.950269476
6,female,10,2.171042411
7,female,12,4.458598726
6,female,10,3.548680619
6,female,13,11.63645272
8,female,12,2.915582668
5,female,11,2.388535032
6,female,11,4.89955904
4,female,12,7.04311612
6,female,12,4.387105161
7,female,11,5.307855626
9,female,12,5.894169525
6,female,10,2.330684122
6,female,12,1.007023992
9,female,12,6.361474908
10,female,11,6.053766091
10,female,10,3.401150207
8,female,12,4.97611465
9,female,12,2.866242038
7,female,11,2.781170928
9,female,11,2.779386219
5,female,13,3.148385847
10,female,10,3.67466928
8,female,12,8.880450759
9,female,12,4.89955904
8,female,12,0.281335104
9,female,12,7.556413348
8,female,12,4.89955904
5,female,12,2.284586353
9,female,12,2.826668677
8,female,13,6.01556971
5,female,13,4.508371144
9,female,12,9.477340985
11,female,10,8.63651085
4,female,12,3.67466928
6,female,12,3.122268016
9,female,11,9.20074777
2,female,12,4.244108035
9,female,12,2.515074729
5,female,11,3.592301422
5,female,12,4.735633273
6,female,12,3.877042371
8,female,11,6.04956471
6,female,11,2.923990858
7,female,11,10.39300402
9,female,11,8.593671014
8,female,11,7.317523241
7,female,10,7.162805348
7,female,12,6.769127621
8,female,10,6.219591147
7,female,11,11.30667471
8,female,10,4.679354139
7,female,11,4.287435292
4,female,11,3.113111804
7,female,11,4.810745281
8,female,11,6.607957915
10,female,8,2.583021345
6,female,11,12.09578638
6,female,8,1.446167969
4,female,11,7.96178344
6,female,11,5.58855953
8,female,11,5.218249325
8,female,10,3.216882198
9,female,11,3.32915281
3,female,11,3.0622244
9,female,11,4.274783055
9,female,11,4.74644782
8,female,11,6.342245699
7,female,10,1.835569669
7,female,11,5.594150464
5,female,12,2.920081032
6,female,11,7.04311612
8,female,11,6.1244488
4,female,11,0.661758624
9,female,11,6.1244488
9,female,11,6.43067124
4,female,11,7.34933856
7,female,11,8.146941194
3,female,11,5.536328279
7,female,11,1.965815882
5,female,11,7.605285674
9,female,11,5.82680549
6,female,11,2.948808681
8,female,11,3.15318156
9,female,9,2.14355708
7,female,12,10.77096846
6,female,11,3.142809252
4,female,10,5.129739666
9,female,11,5.459508644
7,female,10,5.51200392
5,female,10,8.380824673
8,female,11,7.114785201
8,female,11,10.10534052
4,female,11,10.56539983
7,female,11,7.04311612
7,female,11,6.298879303
6,female,11,6.369426752
7,female,12,4.549590537
7,female,11,6.111061272
6,female,11,7.720517275
8,female,10,1.65296542
7,female,11,3.728858847
6,female,11,5.124237129
8,female,10,1.551941544
8,female,10,6.227883935
6,female,10,3.67466928
7,female,11,4.278885534
8,female,11,5.787604116
9,female,10,4.382633086
6,female,11,2.353036634
8,female,11,3.36844684
8,female,10,3.98089172
6,female,11,5.375043672
7,female,11,5.686988171
9,female,11,5.974083022
8,female,11,5.20578148
5,female,10,3.340121822
7,female,11,4.458598726
4,female,10,2.891907719
8,female,11,3.67466928
9,female,11,4.432333049
5,female,11,2.899944091
7,female,11,3.857200306
6,female,11,7.418934569
5,female,11,6.73689368
8,female,12,4.115946205
7,female,11,8.351026185
7,female,11,11.98079587
9,female,11,5.328270456
7,female,12,3.184713376
8,female,11,4.549590537
6,female,11,9.914673717
4,female,11,2.566099986
5,female,11,10.78121232
8,female,11,6.314177697
9,female,10,2.14355708
7,female,11,9.194710534
9,female,11,2.901054695
8,female,11,1.923136097
3,female,11,5.20578148
8,female,11,0.551200392
4,female,11,5.397819281
9,female,11,10.73498891
8,female,11,5.606130519
7,female,10,3.0622244
6,female,12,6.427861859
7,female,10,4.381355181
8,female,11,6.987455613
7,female,10,5.178395733
4,female,11,4.082965866
8,female,11,3.746721619
5,female,11,7.275880154
7,female,11,4.042028918
8,female,11,5.20578148
8,female,10,5.20578148
9,female,11,8.242453181
5,female,10,2.274795268
7,female,11,3.81860117
8,female,12,5.510771636
8,female,9,3.605954414
9,female,11,4.664678067
9,female,11,4.991425772
5,female,11,3.0622244
4,female,11,8.407643312
9,female,10,8.880450759
9,female,10,7.04311612
8,female,10,4.153973968
3,female,11,3.52406808
7,female,11,5.360906261
9,female,11,4.112255435
8,female,11,8.580574899
6,female,10,7.493443237
7,female,11,4.512751747
4,female,11,3.450106157
9,female,11,4.388384573
9,female,11,2.480401764
7,female,11,6.303078556
6,female,11,3.8277805
6,female,11,3.461644974
9,female,10,3.954644082
8,female,11,8.537939696
7,female,10,5.120575325
8,female,10,2.14355708
9,female,11,3.947991788
8,female,11,3.053416468
7,female,10,4.644373673
8,female,11,2.257944933
9,female,11,9.45285949
8,female,10,6.662580284
7,female,11,10.18367649
7,female,10,5.919541591
4,female,11,2.161570165
7,female,11,7.43719554
7,female,11,6.1244488
3,female,11,1.797580457
8,female,11,2.825148962
6,female,11,10.10534052
5,female,11,6.1244488
6,female,11,6.959600909
8,female,11,7.995096341
5,female,11,6.8900049
8,female,11,5.810705107
8,female,11,7.176412946
4,female,11,1.192138697
2,female,11,3.895673854
8,female,12,3.289993157
6,female,11,3.874347173
8,female,11,4.268516357
6,female,11,6.11431234
9,female,10,3.984449264
8,female,11,8.772984016
7,female,11,3.947250381
9,female,10,3.67466928
8,female,11,2.44977952
6,female,11,3.36844684
6,female,11,3.810768142
7,female,11,2.44977952
6,female,11,4.359518754
5,female,11,2.242755898
7,female,10,4.5933366
9,female,11,6.096680518
5,female,11,1.806329618
3,female,10,1.930129319
3,female,11,4.28436777
3,female,10,1.99044586
2,female,10,0.271328083
4,female,11,2.516896767
7,female,11,3.225026203
9,female,10,7.550292498
11,female,8,1.476470891
8,female,10,2.647623947
8,female,12,5.310950586
8,female,12,3.0622244
9,female,11,4.13400294
5,female,11,6.499415053
7,female,11,2.943071699
5,female,11,2.44977952
6,female,10,3.189062097
7,female,11,4.549590537
5,female,10,4.676851811
6,female,11,4.345612794
7,female,10,2.316155182
8,female,10,3.0622244
8,female,12,6.1244488
7,female,11,4.337861579
7,female,11,3.605335897
8,female,10,5.788038914
5,female,11,5.710520536
7,female,12,2.75600196
10,female,8,3.360248759
9,female,11,7.279344859
9,female,11,4.85932425
7,female,10,5.103707333
6,female,10,18.51577544
9,female,10,5.471276335
10,female,9,5.607929021
8,female,10,5.450759432
8,female,10,6.73689368
6,female,10,3.467443374
5,female,10,7.471827536
5,female,10,4.405919257
9,female,10,5.3588927
8,female,10,1.749842514
5,female,9,2.31090313
9,female,10,10.84157745
10,female,9,2.75600196
9,female,10,3.98089172
9,female,10,3.42538536
8,female,9,1.194267516
8,female,10,3.961298964
8,female,10,2.244261104
9,female,9,5.97133758
6,female,10,1.843920069
8,female,10,4.13400294
5,female,10,0.51868296
4,female,10,5.646654922
9,female,10,10.97297077
3,female,10,1.01910828
4,female,9,3.791325447
8,female,9,3.0622244
9,female,10,7.04311612
7,female,10,1.983362423
8,female,9,3.145395927
4,female,9,3.352329869
5,female,11,0.554104111
4,female,9,0.324970753
9,female,10,4.491262453
3,female,9,0.55146552
9,female,8,5.71249036
4,female,9,2.425004831
9,female,6,4.517323937
8,female,9,4.630151786
3,female,9,2.327290544
9,female,8,2.14355708
9,female,9,3.67466928
3,female,8,1.481262035
3,female,8,1.676164935
10,male,12,11.45580351
7,male,14,2.933288636
12,male,11,6.219131084
12,male,12,6.915377616
11,male,11,4.946562576
12,male,12,5.134564088
10,male,12,3.0622244
7,male,11,5.587216449
11,male,12,7.655561
10,male,14,16.65645071
9,male,15,3.216882198
12,male,12,6.828760412
8,male,11,1.032880014
11,male,12,3.490935816
10,male,12,6.130999012
11,male,13,4.638443844
7,male,15,7.96178344
8,male,15,8.945824089
9,male,13,2.44977952
11,male,12,2.632940605
14,male,8,6.189372285
9,male,12,2.041482933
10,male,11,1.092793805
8,male,14,0.734933856
11,male,12,3.503184713
6,male,14,9.033561979
9,male,15,8.757961783
12,male,10,4.89955904
8,male,13,6.348265865
11,male,12,2.911737944
5,male,15,3.266372693
8,male,12,4.332943368
10,male,12,3.252724896
12,male,12,10.56467418
12,male,12,7.944758956
11,male,12,6.1244488
15,male,8,3.239377878
9,male,12,2.529457883
12,male,11,2.962524071
16,male,8,5.73799608
9,male,14,9.799118079
11,male,12,6.1244488
9,male,15,15.71676731
7,male,12,7.464171975
9,male,12,2.359046945
12,male,12,6.119741306
8,male,15,12.20488958
8,male,12,5.573248408
13,male,9,4.423213022
7,male,12,10.96849924
12,male,10,2.002964387
14,male,9,7.839294464
11,male,12,4.825323297
9,male,11,3.340608436
9,male,13,6.27829028
11,male,10,2.074731841
10,male,11,3.67466928
8,male,14,5.410920784
9,male,13,6.634819533
6,male,13,3.36844684
9,male,11,6.355303854
11,male,12,4.89955904
9,male,12,4.749133982
11,male,12,2.465584549
11,male,12,7.04311612
6,male,11,2.592208562
9,male,11,4.89955904
6,male,12,4.986590681
5,male,14,3.07553199
9,male,12,4.394085561
7,male,12,7.724886908
5,male,14,14.38257654
10,male,10,9.634427019
7,male,12,5.738222299
9,male,10,4.338846561
10,male,12,4.411334429
8,male,14,10.63497752
9,male,12,7.696390658
6,male,14,11.66095051
5,male,14,1.38465799
6,male,13,1.486199575
4,male,14,5.086293595
8,male,12,9.034647875
10,male,11,2.44977952
14,male,9,7.19622734
12,male,11,5.51200392
9,male,12,3.214384618
13,male,8,1.031705953
11,male,10,6.1244488
3,male,15,6.455500086
4,male,12,2.343728458
11,male,12,4.89955904
7,male,14,3.98089172
8,male,10,0.868558193
12,male,11,6.73689368
6,male,12,0.831952293
7,male,13,4.549590537
6,male,11,6.008893162
10,male,12,8.685581934
12,male,10,3.0622244
11,male,8,1.525002415
10,male,12,5.345366974
13,male,10,7.04311612
6,male,12,6.1244488
6,male,14,3.595644134
14,male,9,3.676112024
8,male,14,2.048988385
6,male,14,2.44977952
9,male,12,3.001300564
11,male,9,5.07524044
8,male,14,4.485511797
11,male,12,8.95300949
7,male,10,1.073498891
7,male,14,14.29038053
8,male,13,4.89955904
9,male,12,8.26800588
7,male,12,3.434494817
11,male,12,7.34933856
7,male,14,4.851048554
12,male,10,4.728395405
10,male,12,5.51200392
9,male,12,6.808697562
12,male,10,2.617572638
7,male,12,4.02562084
8,male,12,5.43731552
9,male,12,12.28389445
9,male,12,3.98089172
11,male,10,4.048364461
6,male,13,11.09249389
9,male,12,5.20578148
10,male,9,3.122268016
13,male,9,3.98089172
10,male,11,7.264052118
8,male,12,5.830138903
8,male,13,3.191967848
11,male,11,3.9156312
8,male,12,3.332839579
7,male,14,4.604404881
11,male,10,2.84678559
8,male,9,1.088170857
7,male,12,1.432964137
10,male,9,3.8277805
8,male,12,8.11489466
8,male,12,7.464171975
8,male,12,5.816828084
8,male,11,6.433764396
11,male,10,2.532015935
9,male,12,4.496065942
9,male,10,1.797822067
10,male,12,5.20578148
5,male,12,0.318471338
10,male,9,5.914467698
8,male,12,10.19849989
8,male,12,4.74644782
8,male,9,5.428488709
6,male,11,4.254019081
8,male,12,6.1244488
9,male,12,4.89955904
8,male,13,7.96178344
7,male,13,5.851987828
8,male,13,4.190412337
9,male,12,2.338262391
7,male,12,7.96178344
12,male,10,2.75600196
7,male,13,5.942933852
10,male,12,2.114917571
7,male,13,5.05267026
13,male,8,3.184713376
3,male,11,1.647265539
6,male,12,5.20578148
6,male,14,10.61571125
10,male,11,4.81316883
8,male,13,9.933416012
9,male,12,5.678537966
8,male,12,3.578329636
8,male,11,4.616169911
7,male,12,8.039437093
9,male,13,7.145190266
8,male,10,7.433243508
4,male,12,2.008016
10,male,11,2.002964387
8,male,12,3.281219842
4,male,12,1.993560799
11,male,11,9.375558069
7,male,13,5.97133758
7,male,13,9.753184713
5,male,12,4.5933366
9,male,12,7.04311612
9,male,11,5.597502847
5,male,12,6.255686988
4,male,11,2.761312176
9,male,8,4.89955904
10,male,11,10.10534052
8,male,12,2.569734241
6,male,11,7.735167213
9,male,10,2.75600196
8,male,11,9.353908034
6,male,11,5.775802596
7,male,12,5.006536311
11,male,8,5.709151024
8,male,9,0.52581949
6,male,12,2.14355708
8,male,11,7.655561
7,male,12,8.57422832
7,male,12,3.112097761
9,male,12,3.976910828
5,male,12,3.765920429
9,male,12,7.34933856
12,male,8,1.041156296
6,male,9,5.81822636
7,male,11,0.221160651
6,male,11,4.89955904
4,male,11,3.10703744
8,male,11,3.837004067
8,male,12,4.386657542
2,male,12,3.728444928
8,male,11,4.5933366
8,male,12,6.322011664
12,male,8,6.050955414
7,male,11,4.392708105
3,male,12,6.43067124
5,male,12,5.732484076
5,male,11,4.5933366
5,male,12,3.686010852
8,male,12,7.156045493
9,male,12,7.04311612
8,male,11,4.777070064
3,male,11,9.492895639
7,male,13,3.791325447
9,male,12,3.36844684
9,male,11,3.98089172
6,male,10,5.732484076
10,male,11,2.205862079
10,male,10,1.905384071
5,male,11,4.777070064
3,male,12,2.381094113
4,male,12,4.556988245
10,male,11,7.96178344
8,male,11,5.538631958
5,male,13,9.663019217
5,male,12,5.20578148
4,male,11,6.407873996
7,male,11,5.696235306
5,male,11,39.8089172
7,male,12,4.5933366
8,male,12,9.569451249
6,male,12,8.57422832
7,male,12,0.762537006
6,male,12,5.725327417
6,male,11,18.47341909
2,male,13,3.364133848
10,male,9,4.732114972
7,male,8,2.14355708
9,male,11,4.13400294
9,male,11,7.684691208
6,male,11,3.705291524
7,male,12,5.407513324
6,male,12,3.967666166
5,male,11,6.098387315
6,male,11,3.317409767
5,male,11,11.72287132
6,male,11,3.74546264
8,male,10,7.96178344
9,male,9,2.540994715
7,male,11,4.220026558
9,male,11,4.458598726
7,male,11,7.655561
8,male,11,5.384130813
8,male,11,5.66530969
7,male,11,5.20578148
7,male,10,5.44912935
7,male,11,4.114133545
5,male,12,11.8895966
4,male,10,3.0622244
4,male,11,4.562714356
9,male,10,4.89955904
10,male,10,0.826125389
7,male,8,1.83733464
4,male,11,6.27756002
4,male,11,4.74644782
7,male,11,5.20578148
7,male,11,3.209401076
7,male,10,5.20578148
8,male,10,5.81822636
8,male,10,6.239438451
2,male,11,11.81143697
9,male,10,5.81822636
9,male,11,2.904796611
5,male,12,4.103380696
8,male,11,7.34933856
7,male,10,0.504708934
9,male,9,0.469721737
7,male,11,4.631508372
8,male,11,3.598546187
4,male,11,6.43067124
7,male,10,6.369426752
5,male,10,4.351782253
8,male,10,4.684837329
4,male,10,3.970443185
8,male,11,10.70711344
7,male,10,4.74644782
5,male,10,9.843659525
2,male,12,4.506261103
8,male,9,5.463969027
8,male,10,4.199622034
7,male,11,3.184713376
8,male,11,5.626702077
7,male,10,2.14355708
6,male,9,3.67466928
7,male,10,5.740685055
8,male,11,7.96178344
8,male,10,1.37800098
8,male,11,5.132871375
7,male,10,3.0622244
9,male,11,6.824385805
10,male,9,1.313283866
10,male,9,5.51200392
4,male,13,5.939518729
6,male,11,6.58679085
6,male,11,4.094631483
6,male,11,6.609782478
7,male,9,5.352459455
5,male,9,2.060350613
4,male,8,3.63967243
7,male,10,6.578750635
7,male,10,2.514247402
8,male,9,5.328752696
9,male,8,7.34933856
3,male,8,9.099181074
7,male,10,8.666095051
7,male,10,2.171395484
5,male,11,9.299363057
6,male,10,2.815216244
9,male,10,7.04311612
6,male,10,7.463050723
7,male,10,5.392878485
9,male,10,3.251996053
5,male,11,4.28711416
5,male,10,5.915143714
7,male,10,7.134982852
4,male,10,11.63645272
6,male,9,5.177824554
6,male,7,4.654069652
3,male,8,0.77675936
3,male,10,5.384130813
10,male,12,11.19899209
9,male,12,7.453584497
11,male,12,7.81156111
8,male,12,8.26800588
14,male,8,1.851577544
10,male,11,4.512271002
8,male,10,3.789808917
9,male,13,3.571379119
10,male,14,10.61571125
11,male,12,5.51200392
7,male,15,12.08673214
9,male,12,4.89955904
7,male,12,2.587579618
11,male,12,3.15318156
8,male,14,2.441952748
10,male,12,3.8781215
5,male,14,6.077697282
14,male,10,5.479769979
11,male,12,8.717281138
14,male,8,5.654321398
8,male,10,7.600747914
6,male,14,8.106543138
12,male,10,2.364520372
11,male,9,4.190412337
12,male,12,5.661712668
10,male,12,7.96178344
11,male,12,5.846064763
7,male,14,4.121821651
18,male,6,5.061614901
16,male,8,5.248806553
16,male,8,4.099136028
11,male,11,12.32792275
9,male,14,25.07673404
10,male,12,5.849473547
11,male,12,5.51200392
11,male,13,3.0622244
12,male,12,8.320422333
8,male,15,0.891244415
7,male,15,7.828345728
12,male,11,4.398775381
11,male,13,8.450317415
16,male,6,0.231447193
9,male,9,2.672486749
13,male,6,3.581203796
14,male,8,10.41156296
17,male,6,7.006369427
11,male,13,9.582323432
8,male,12,4.5933366
11,male,12,6.757233177
10,male,10,7.34933856
9,male,14,10.3948213
11,male,12,6.510969568
12,male,11,18.3733464
15,male,4,3.56497766
9,male,13,9.02398123
8,male,13,6.210191083
9,male,12,6.43067124
7,male,14,10.10534052
11,male,12,11.78531443
6,male,12,3.470217646
9,male,12,4.246284501
7,male,14,6.255487515
9,male,13,13.60988622
11,male,12,6.43067124
9,male,12,6.73689368
9,male,13,5.887705401
9,male,12,1.741640127
6,male,13,10.43679477
9,male,13,5.129739666
6,male,13,7.011797916
8,male,14,10.56467418
18,male,4,9.099181074
6,male,12,3.307565821
10,male,11,3.558338967
10,male,12,7.34933856
10,male,10,5.492711906
10,male,10,1.561134008
10,male,11,12.15152957
15,male,8,4.796120073
11,male,12,5.414012739
9,male,13,6.634819533
11,male,12,12.48907206
11,male,12,3.0622244
9,male,13,5.98434703
10,male,12,7.50816513
9,male,12,12.85323829
11,male,12,5.81822636
11,male,12,7.556946993
6,male,13,2.316155182
11,male,12,4.28711416
6,male,14,11.33023028
11,male,11,3.256353145
10,male,12,4.825323297
10,male,10,9.910291218
17,male,6,5.606889746
7,male,12,4.153973968
8,male,12,4.87456129
7,male,12,1.663430538
8,male,12,3.258776478
7,male,10,6.96656051
8,male,13,10.22723489
11,male,10,2.814179714
9,male,11,5.20578148
9,male,12,10.49425003
8,male,12,9.799118079
5,male,13,9.76406758
12,male,11,7.96178344
10,male,12,4.28711416
8,male,13,7.04311612
12,male,9,3.641984801
9,male,12,6.563913065
7,male,12,13.77173352
10,male,9,4.151395462
10,male,8,2.547770701
15,male,6,6.73689368
8,male,12,4.28711416
8,male,12,9.186673199
8,male,12,5.81822636
8,male,12,7.04311612
8,male,11,4.159625634
10,male,12,4.97611465
8,male,12,5.130991891
12,male,9,5.3588927
13,male,8,2.642338609
7,male,11,3.821656051
10,male,11,4.5933366
8,male,12,4.592417932
13,male,8,5.51200392
7,male,12,5.755506101
8,male,12,4.094331839
9,male,12,3.180002261
11,male,11,6.956370514
8,male,13,10.55539471
9,male,10,3.613127007
10,male,12,9.764451388
4,male,11,2.793608224
10,male,11,5.20578148
9,male,12,4.604404881
10,male,11,9.186673199
9,male,12,8.157031535
10,male,12,10.11020119
9,male,12,12.16922997
8,male,12,5.988349937
10,male,12,16.22978932
9,male,12,7.568788645
11,male,10,10.18461638
11,male,9,7.003530158
7,male,12,4.122606312
7,male,12,3.384392535
10,male,11,4.814901432
5,male,12,7.120294133
8,male,11,3.67466928
5,male,12,9.186673199
11,male,7,6.130999012
7,male,11,2.75600196
8,male,11,5.81822636
6,male,11,11.33023028
9,male,9,1.60035848
6,male,10,1.309907815
6,male,11,2.443067795
11,male,9,4.090457547
7,male,10,4.349852416
10,male,10,11.1263404
7,male,10,0.683265779
6,male,11,7.316233431
10,male,11,4.89955904
11,male,10,6.73689368
5,male,12,6.26500992
10,male,11,3.364980171
7,male,12,4.169079328
8,male,11,5.242326545
8,male,12,2.82041037
9,male,12,8.57422832
7,male,11,9.186673199
7,male,10,4.17289319
7,male,9,10.13317892
10,male,11,5.846666025
10,male,10,7.655561
8,male,12,3.249707526
4,male,13,5.672918433
10,male,8,4.094631483
6,male,11,7.34933856
9,male,12,8.20097865
8,male,11,5.20578148
7,male,11,9.952229299
8,male,10,2.969429721
14,male,6,5.51200392
18,male,3,5.51682632
8,male,12,14.39245468
12,male,7,5.05267026
10,male,10,10.42566016
9,male,12,6.260547662
6,male,11,2.75600196
6,male,11,4.06935598
9,male,11,3.767176878
4,male,11,2.250069233
8,male,12,4.598708923
9,male,11,1.583309207
8,male,12,8.92142339
8,male,13,20.84539664
6,male,11,4.89955904
9,male,11,4.018058763
8,male,10,6.252041483
8,male,11,3.43519645
9,male,11,5.744973149
7,male,12,5.955155093
2,male,13,4.784246433
10,male,7,4.035539653
8,male,13,8.941959803
9,male,12,9.186673199
14,male,6,5.459508644
10,male,8,5.815912336
7,male,11,2.640724192
8,male,9,2.44977952
8,male,9,2.789529964
8,male,12,7.912331368
3,male,10,5.925048141
6,male,10,7.96178344
8,male,11,4.030038531
9,male,10,4.611595178
5,male,11,5.153748443
7,male,11,5.307855626
8,male,11,7.612860659
8,male,11,8.880450759
9,male,9,3.36844684
6,male,9,5.164400069
11,male,9,4.799656683
11,male,5,3.802642837
5,male,9,2.557801294
5,male,10,5.51200392
7,male,11,13.46939707
10,male,10,7.04311612
7,male,11,5.97133758
8,male,11,11.07143623
6,male,11,3.115480476
6,male,9,4.89955904
7,male,11,5.3588927
7,male,10,3.768891569
8,male,10,5.550122896
5,male,10,2.10559562
9,male,11,3.868072926
5,male,11,7.34933856
9,male,11,10.70201785
8,male,10,5.790387956
9,male,10,6.889833826
7,male,11,6.58378246
7,male,12,5.332372281
5,male,11,3.492010281
5,male,11,5.554732632
6,male,10,9.628203229
8,male,10,4.088037874
6,male,10,2.345149761
6,male,9,0.813810914
8,male,11,3.798862874
4,male,11,1.611697053
8,male,11,9.646006859
6,male,10,3.993371004
6,male,10,3.466354695
5,male,12,9.902995656
7,male,10,4.89955904
4,male,10,2.488057325
9,male,11,3.927704061
7,male,10,3.0622244
11,male,9,4.984768762
12,male,6,2.75600196
8,male,10,8.733492945
8,male,10,2.14355708
6,male,10,5.671407382
9,male,11,2.584994623
11,male,8,3.98089172
6,male,11,10.41156296
6,male,10,5.242923653
3,male,10,0.982936227
10,male,9,3.98089172
6,male,11,11.59562306
10,male,10,6.999370057
9,male,9,5.966676114
9,male,9,6.1244488
6,male,10,6.487379099
8,male,10,3.039953677
4,male,10,2.388535032
8,male,10,8.47449009
8,male,10,6.351701074
4,male,10,5.20578148
9,male,10,7.033722793
8,male,9,5.778713787
4,male,9,3.98089172
4,male,10,1.004905614
6,male,10,9.128159357
7,male,9,5.157430568
4,male,9,4.5933366
4,male,9,1.831210191
6,male,9,3.751255771
11,male,13,6.173919307
12,male,12,8.26800588
7,male,13,5.104965954
8,male,14,8.520972243
9,male,15,21.4355708
5,male,15,7.249754026
12,male,12,13.16756492
8,male,14,6.43067124
5,male,14,13.60988622
12,male,12,5.624217882
11,male,11,4.792646164
9,male,14,13.22196372
5,male,15,8.26800588
11,male,12,7.279344859
8,male,15,12.55512004
11,male,12,7.427156244
11,male,12,8.492569002
9,male,12,15.311122
9,male,15,13.7800098
10,male,13,9.799118079
12,male,12,3.98089172
11,male,12,6.885866759
14,male,9,2.757327598
13,male,11,4.088483388
12,male,12,7.655561
6,male,12,2.667001349
9,male,15,7.835850134
15,male,8,3.618992473
9,male,12,7.512657194
11,male,12,5.540926337
12,male,12,5.81822636
6,male,14,5.184417123
9,male,12,10.7177854
11,male,13,4.485511797
14,male,5,7.500446455
9,male,14,10.29171288
9,male,15,16.33186347
8,male,14,5.419014907
8,male,15,5.686988171
9,male,15,15.9386033
10,male,12,4.93304122
11,male,12,9.960420435
10,male,12,5.141241324
11,male,12,7.373836355
5,male,15,11.74504224
7,male,14,4.934062977
7,male,13,8.685581934
12,male,12,9.254722631
10,male,12,4.89955904
12,male,11,1.635982899
14,male,8,4.089957246
8,male,14,7.446842222
12,male,12,7.80867222
12,male,12,3.67466928
10,male,12,5.12081141
12,male,12,7.438746571
10,male,13,8.331930163
11,male,13,7.30917824
11,male,12,5.048030526
9,male,14,5.17606057
12,male,12,5.3588927
10,male,14,6.73689368
15,male,8,2.932216919
11,male,13,11.14649682
10,male,13,7.935526184
9,male,15,7.104360608
9,male,14,7.285292036
12,male,12,5.567680727
9,male,15,14.14747673
11,male,12,8.880450759
10,male,12,10.16658501
8,male,14,10.0713158
11,male,12,5.027171864
11,male,12,5.3588927
11,male,12,5.51200392
9,male,13,4.29513109
8,male,15,9.799118079
9,male,12,9.186673199
8,male,16,8.982524906
10,male,12,7.50244978
10,male,12,11.02400784
12,male,12,4.697624936
9,male,14,12.31014209
8,male,13,7.655561
12,male,12,8.676302466
14,male,10,5.352459455
11,male,12,5.414012739
10,male,14,11.71596007
7,male,15,12.2488976
11,male,13,6.1244488
11,male,12,2.580207596
8,male,15,5.238015421
5,male,14,8.42569838
11,male,10,4.25108799
7,male,14,5.185835957
11,male,13,14.34555575
7,male,16,8.57422832
7,male,13,2.585693664
8,male,15,8.492569002
10,male,12,5.3588927
8,male,15,9.664162905
11,male,13,7.102598176
11,male,12,6.30886168
7,male,14,6.747274101
9,male,12,5.272704265
11,male,11,12.35858922
12,male,12,4.948823345
11,male,12,11.76959291
9,male,12,5.103707333
12,male,12,9.186673199
11,male,12,10.10534052
12,male,12,5.857841893
10,male,14,4.5933366
9,male,14,11.63645272
10,male,12,0.338237066
10,male,12,8.124268816
9,male,12,3.311322776
8,male,12,2.769315979
9,male,12,3.364133848
6,male,14,4.454144582
10,male,12,10.04409603
6,male,14,11.33023028
12,male,12,6.73689368
10,male,14,4.615526632
10,male,12,6.58378246
9,male,14,4.990291615
12,male,12,8.819206271
9,male,12,3.573956122
9,male,12,4.66055616
10,male,12,4.70226136
15,male,9,3.929191827
11,male,12,9.82070204
10,male,14,3.582802548
11,male,12,8.26800588
12,male,11,6.43067124
9,male,15,5.941629433
10,male,12,3.992528173
6,male,15,6.066120716
9,male,15,8.57422832
9,male,15,8.26800588
9,male,14,11.99622976
9,male,15,12.11996184
9,male,14,6.304210778
9,male,15,9.35257599
7,male,14,6.840359172
7,male,14,7.254472382
12,male,12,3.655741623
8,male,15,6.920503915
7,male,15,11.26667468
