subid	risk	ethnic	gender	age	wvcat	active
245	50	4	0	20	1	SWAT
245	55	4	0	20	1	XRAY
247	40	4	0	23	0	APPL
247	10	4	0	23	0	BIKE
247	70	4	0	23	0	BRCA
247	30	4	0	23	0	CAR
247	5	4	0	23	0	DIAB
247	10	4	0	23	0	DOC
247	40	4	0	23	0	FLU
247	0	4	0	23	0	GREY
247	15	4	0	23	0	HRT
247	80	4	0	23	0	NUC
247	90	4	0	23	0	OVCA
247	10	4	0	23	0	PLANE
247	7	4	0	23	0	POOL
247	.	4	0	23	0	PRCA
247	100	4	0	23	0	SWAT
247	80	4	0	23	0	XRAY
250	10	4	0	21	0	APPL
250	30	4	0	21	0	BIKE
250	5	4	0	21	0	BRCA
250	10	4	0	21	0	CAR
250	5	4	0	21	0	DIAB
250	30	4	0	21	0	DOC
250	5	4	0	21	0	FLU
250	0	4	0	21	0	GREY
250	5	4	0	21	0	HRT
250	50	4	0	21	0	NUC
250	15	4	0	21	0	OVCA
250	20	4	0	21	0	PLANE
250	5	4	0	21	0	POOL
250	.	4	0	21	0	PRCA
250	100	4	0	21	0	SWAT
250	50	4	0	21	0	XRAY
258	40	4	0	19	0	APPL
258	50	4	0	19	0	BIKE
258	25	4	0	19	0	BRCA
258	50	4	0	19	0	CAR
258	20	4	0	19	0	DIAB
258	20	4	0	19	0	DOC
258	35	4	0	19	0	FLU
258	15	4	0	19	0	GREY
258	20	4	0	19	0	HRT
258	70	4	0	19	0	NUC
258	20	4	0	19	0	OVCA
258	70	4	0	19	0	PLANE
258	40	4	0	19	0	POOL
258	.	4	0	19	0	PRCA
258	90	4	0	19	0	SWAT
258	30	4	0	19	0	XRAY
259	15	4	0	20	0	APPL
259	15	4	0	20	0	BIKE
259	85	4	0	20	0	BRCA
259	10	4	0	20	0	CAR
259	85	4	0	20	0	DIAB
259	5	4	0	20	0	DOC
259	5	4	0	20	0	FLU
259	80	4	0	20	0	GREY
259	80	4	0	20	0	HRT
259	90	4	0	20	0	NUC
259	85	4	0	20	0	OVCA
259	10	4	0	20	0	PLANE
259	5	4	0	20	0	POOL
259	.	4	0	20	0	PRCA
259	70	4	0	20	0	SWAT
259	10	4	0	20	0	XRAY
288	30	4	0	18	0	APPL
288	38	4	0	18	0	BIKE
288	73	4	0	18	0	BRCA
288	30	4	0	18	0	CAR
288	78	4	0	18	0	DIAB
288	30	4	0	18	0	DOC
288	7	4	0	18	0	FLU
288	80	4	0	18	0	GREY
288	80	4	0	18	0	HRT
288	94	4	0	18	0	NUC
288	70	4	0	18	0	OVCA
288	17	4	0	18	0	PLANE
288	48	4	0	18	0	POOL
288	.	4	0	18	0	PRCA
288	80	4	0	18	0	SWAT
288	84	4	0	18	0	XRAY
295	34	4	0	19	0	APPL
295	30	4	0	19	0	BIKE
295	43	4	0	19	0	BRCA
295	45	4	0	19	0	CAR
295	30	4	0	19	0	DIAB
295	25	4	0	19	0	DOC
295	2	4	0	19	0	FLU
295	40	4	0	19	0	GREY
295	25	4	0	19	0	HRT
295	96	4	0	19	0	NUC
295	37	4	0	19	0	OVCA
295	35	4	0	19	0	PLANE
295	30	4	0	19	0	POOL
295	.	4	0	19	0	PRCA
295	55	4	0	19	0	SWAT
295	0	4	0	19	0	XRAY
308	30	4	0	18	0	APPL
308	60	4	0	18	0	BIKE
308	50	4	0	18	0	BRCA
308	70	4	0	18	0	CAR
308	60	4	0	18	0	DIAB
308	10	4	0	18	0	DOC
308	20	4	0	18	0	FLU
308	80	4	0	18	0	GREY
308	80	4	0	18	0	HRT
308	100	4	0	18	0	NUC
308	80	4	0	18	0	OVCA
308	30	4	0	18	0	PLANE
308	10	4	0	18	0	POOL
308	.	4	0	18	0	PRCA
308	90	4	0	18	0	SWAT
308	60	4	0	18	0	XRAY
313	25	4	0	19	1	APPL
313	20	4	0	19	1	BIKE
313	25	4	0	19	1	BRCA
313	20	4	0	19	1	CAR
313	40	4	0	19	1	DIAB
313	20	4	0	19	1	DOC
313	30	4	0	19	1	FLU
313	40	4	0	19	1	GREY
313	40	4	0	19	1	HRT
313	90	4	0	19	1	NUC
313	30	4	0	19	1	OVCA
313	50	4	0	19	1	PLANE
313	60	4	0	19	1	POOL
313	.	4	0	19	1	PRCA
313	80	4	0	19	1	SWAT
313	55	4	0	19	1	XRAY
315	1	4	1	21	0	APPL
315	2	4	1	21	0	BIKE
315	.	4	1	21	0	BRCA
315	8	4	1	21	0	CAR
315	0	4	1	21	0	DIAB
315	20	4	1	21	0	DOC
315	2	4	1	21	0	FLU
315	5	4	1	21	0	GREY
315	20	4	1	21	0	HRT
315	100	4	1	21	0	NUC
315	.	4	1	21	0	OVCA
315	50	4	1	21	0	PLANE
315	5	4	1	21	0	POOL
315	40	4	1	21	0	PRCA
315	10	4	1	21	0	SWAT
315	2	4	1	21	0	XRAY
374	10	4	1	18	0	APPL
374	20	4	1	18	0	BIKE
374	30	4	1	18	0	BRCA
374	30	4	1	18	0	CAR
374	40	4	1	18	0	DIAB
374	10	4	1	18	0	DOC
374	10	4	1	18	0	FLU
374	0	4	1	18	0	GREY
374	31	4	1	18	0	HRT
374	100	4	1	18	0	NUC
374	.	4	1	18	0	OVCA
374	30	4	1	18	0	PLANE
374	10	4	1	18	0	POOL
374	4	4	1	18	0	PRCA
374	50	4	1	18	0	SWAT
374	77	4	1	18	0	XRAY
379	25	4	0	20	0	APPL
379	15	4	0	20	0	BIKE
379	5	4	0	20	0	BRCA
379	10	4	0	20	0	CAR
379	5	4	0	20	0	DIAB
379	20	4	0	20	0	DOC
379	5	4	0	20	0	FLU
379	30	4	0	20	0	GREY
379	50	4	0	20	0	HRT
379	85	4	0	20	0	NUC
379	15	4	0	20	0	OVCA
379	10	4	0	20	0	PLANE
379	5	4	0	20	0	POOL
379	.	4	0	20	0	PRCA
379	30	4	0	20	0	SWAT
379	25	4	0	20	0	XRAY
380	5	4	0	19	3	APPL
380	20	4	0	19	3	BIKE
380	80	4	0	19	3	BRCA
380	20	4	0	19	3	CAR
380	.	4	0	19	3	DIAB
380	99	4	0	19	3	DOC
380	10	4	0	19	3	FLU
380	75	4	0	19	3	GREY
380	90	4	0	19	3	HRT
380	80	4	0	19	3	NUC
380	90	4	0	19	3	OVCA
380	.	4	0	19	3	PLANE
380	2	4	0	19	3	POOL
380	.	4	0	19	3	PRCA
380	70	4	0	19	3	SWAT
380	95	4	0	19	3	XRAY
381	60	4	0	20	0	APPL
381	50	4	0	20	0	BIKE
381	50	4	0	20	0	BRCA
381	40	4	0	20	0	CAR
381	20	4	0	20	0	DIAB
381	20	4	0	20	0	DOC
381	0	4	0	20	0	FLU
381	10	4	0	20	0	GREY
381	50	4	0	20	0	HRT
381	90	4	0	20	0	NUC
381	50	4	0	20	0	OVCA
381	100	4	0	20	0	PLANE
381	40	4	0	20	0	POOL
381	.	4	0	20	0	PRCA
381	80	4	0	20	0	SWAT
381	60	4	0	20	0	XRAY
407	30	4	0	22	0	APPL
407	40	4	0	22	0	BIKE
407	40	4	0	22	0	BRCA
407	50	4	0	22	0	CAR
407	25	4	0	22	0	DIAB
407	40	4	0	22	0	DOC
407	20	4	0	22	0	FLU
407	10	4	0	22	0	GREY
407	50	4	0	22	0	HRT
407	60	4	0	22	0	NUC
407	50	4	0	22	0	OVCA
407	30	4	0	22	0	PLANE
407	5	4	0	22	0	POOL
407	.	4	0	22	0	PRCA
407	80	4	0	22	0	SWAT
407	50	4	0	22	0	XRAY
435	20	4	0	20	2	APPL
435	30	4	0	20	2	BIKE
435	30	4	0	20	2	BRCA
435	50	4	0	20	2	CAR
435	30	4	0	20	2	DIAB
435	70	4	0	20	2	DOC
435	10	4	0	20	2	FLU
435	0	4	0	20	2	GREY
435	80	4	0	20	2	HRT
435	100	4	0	20	2	NUC
435	0	4	0	20	2	OVCA
435	30	4	0	20	2	PLANE
435	10	4	0	20	2	POOL
435	.	4	0	20	2	PRCA
435	80	4	0	20	2	SWAT
435	40	4	0	20	2	XRAY
484	80	4	0	21	0	APPL
484	20	4	0	21	0	BIKE
484	20	4	0	21	0	BRCA
484	50	4	0	21	0	CAR
484	5	4	0	21	0	DIAB
484	10	4	0	21	0	DOC
484	10	4	0	21	0	FLU
484	10	4	0	21	0	GREY
484	10	4	0	21	0	HRT
484	100	4	0	21	0	NUC
484	20	4	0	21	0	OVCA
484	90	4	0	21	0	PLANE
484	10	4	0	21	0	POOL
484	.	4	0	21	0	PRCA
484	85	4	0	21	0	SWAT
484	95	4	0	21	0	XRAY
485	8	4	0	19	1	APPL
485	5	4	0	19	1	BIKE
485	90	4	0	19	1	BRCA
485	10	4	0	19	1	CAR
485	73	4	0	19	1	DIAB
485	0	4	0	19	1	DOC
485	30	4	0	19	1	FLU
485	25	4	0	19	1	GREY
485	82	4	0	19	1	HRT
485	86	4	0	19	1	NUC
485	86	4	0	19	1	OVCA
485	48	4	0	19	1	PLANE
485	30	4	0	19	1	POOL
485	.	4	0	19	1	PRCA
485	58	4	0	19	1	SWAT
485	45	4	0	19	1	XRAY
500	20	4	0	18	0	APPL
500	30	4	0	18	0	BIKE
500	0	4	0	18	0	BRCA
500	85	4	0	18	0	CAR
500	0	4	0	18	0	DIAB
500	30	4	0	18	0	DOC
500	20	4	0	18	0	FLU
500	50	4	0	18	0	GREY
500	0	4	0	18	0	HRT
500	90	4	0	18	0	NUC
500	20	4	0	18	0	OVCA
500	70	4	0	18	0	PLANE
500	40	4	0	18	0	POOL
500	.	4	0	18	0	PRCA
500	90	4	0	18	0	SWAT
500	70	4	0	18	0	XRAY
512	10	4	0	28	2	APPL
512	20	4	0	28	2	BIKE
512	20	4	0	28	2	BRCA
512	10	4	0	28	2	CAR
512	20	4	0	28	2	DIAB
512	20	4	0	28	2	DOC
512	20	4	0	28	2	FLU
512	50	4	0	28	2	GREY
512	30	4	0	28	2	HRT
512	90	4	0	28	2	NUC
512	20	4	0	28	2	OVCA
512	30	4	0	28	2	PLANE
512	30	4	0	28	2	POOL
512	.	4	0	28	2	PRCA
512	90	4	0	28	2	SWAT
512	30	4	0	28	2	XRAY
522	10	4	0	18	0	APPL
522	50	4	0	18	0	BIKE
522	50	4	0	18	0	BRCA
522	50	4	0	18	0	CAR
522	10	4	0	18	0	DIAB
522	50	4	0	18	0	DOC
522	50	4	0	18	0	FLU
522	10	4	0	18	0	GREY
522	60	4	0	18	0	HRT
522	90	4	0	18	0	NUC
522	50	4	0	18	0	OVCA
522	30	4	0	18	0	PLANE
522	10	4	0	18	0	POOL
522	.	4	0	18	0	PRCA
522	70	4	0	18	0	SWAT
522	90	4	0	18	0	XRAY
528	0	4	1	20	0	APPL
528	90	4	1	20	0	BIKE
528	50	4	1	20	0	BRCA
528	0	4	1	20	0	CAR
528	40	4	1	20	0	DIAB
528	50	4	1	20	0	DOC
528	80	4	1	20	0	FLU
528	0	4	1	20	0	GREY
528	40	4	1	20	0	HRT
528	100	4	1	20	0	NUC
528	.	4	1	20	0	OVCA
528	100	4	1	20	0	PLANE
528	100	4	1	20	0	POOL
528	10	4	1	20	0	PRCA
528	20	4	1	20	0	SWAT
528	60	4	1	20	0	XRAY
598	0	4	1	21	0	APPL
598	65	4	1	21	0	BIKE
598	0	4	1	21	0	BRCA
598	70	4	1	21	0	CAR
598	0	4	1	21	0	DIAB
598	40	4	1	21	0	DOC
598	0	4	1	21	0	FLU
598	60	4	1	21	0	GREY
598	55	4	1	21	0	HRT
598	65	4	1	21	0	NUC
598	.	4	1	21	0	OVCA
598	75	4	1	21	0	PLANE
598	40	4	1	21	0	POOL
598	0	4	1	21	0	PRCA
598	40	4	1	21	0	SWAT
598	50	4	1	21	0	XRAY
603	15	4	1	21	0	APPL
603	15	4	1	21	0	BIKE
603	1	4	1	21	0	BRCA
603	5	4	1	21	0	CAR
603	5	4	1	21	0	DIAB
603	10	4	1	21	0	DOC
603	10	4	1	21	0	FLU
603	1	4	1	21	0	GREY
603	5	4	1	21	0	HRT
603	100	4	1	21	0	NUC
603	.	4	1	21	0	OVCA
603	40	4	1	21	0	PLANE
603	10	4	1	21	0	POOL
603	10	4	1	21	0	PRCA
603	100	4	1	21	0	SWAT
603	40	4	1	21	0	XRAY
633	30	4	0	18	1	APPL
633	14	4	0	18	1	BIKE
633	74	4	0	18	1	BRCA
633	16	4	0	18	1	CAR
633	62	4	0	18	1	DIAB
633	18	4	0	18	1	DOC
633	12	4	0	18	1	FLU
633	27	4	0	18	1	GREY
633	59	4	0	18	1	HRT
633	68	4	0	18	1	NUC
633	75	4	0	18	1	OVCA
633	73	4	0	18	1	PLANE
633	24	4	0	18	1	POOL
633	.	4	0	18	1	PRCA
633	95	4	0	18	1	SWAT
633	50	4	0	18	1	XRAY
651	20	4	0	22	0	APPL
651	30	4	0	22	0	BIKE
651	20	4	0	22	0	BRCA
651	30	4	0	22	0	CAR
651	0	4	0	22	0	DIAB
651	30	4	0	22	0	DOC
651	50	4	0	22	0	FLU
651	10	4	0	22	0	GREY
651	0	4	0	22	0	HRT
651	100	4	0	22	0	NUC
651	20	4	0	22	0	OVCA
651	75	4	0	22	0	PLANE
651	65	4	0	22	0	POOL
651	.	4	0	22	0	PRCA
651	100	4	0	22	0	SWAT
651	55	4	0	22	0	XRAY
652	50	4	0	19	0	APPL
652	20	4	0	19	0	BIKE
652	25	4	0	19	0	BRCA
652	80	4	0	19	0	CAR
652	30	4	0	19	0	DIAB
652	15	4	0	19	0	DOC
652	30	4	0	19	0	FLU
652	30	4	0	19	0	GREY
652	25	4	0	19	0	HRT
652	60	4	0	19	0	NUC
652	30	4	0	19	0	OVCA
652	20	4	0	19	0	PLANE
652	30	4	0	19	0	POOL
652	.	4	0	19	0	PRCA
652	25	4	0	19	0	SWAT
652	30	4	0	19	0	XRAY
653	12	4	0	22	1	APPL
653	79	4	0	22	1	BIKE
653	80	4	0	22	1	BRCA
653	79	4	0	22	1	CAR
653	10	4	0	22	1	DIAB
653	15	4	0	22	1	DOC
653	.	4	0	22	1	FLU
653	12	4	0	22	1	GREY
653	40	4	0	22	1	HRT
653	8	4	0	22	1	NUC
653	39	4	0	22	1	OVCA
653	100	4	0	22	1	PLANE
653	12	4	0	22	1	POOL
653	.	4	0	22	1	PRCA
653	70	4	0	22	1	SWAT
653	10	4	0	22	1	XRAY
654	1	4	0	25	1	APPL
654	20	4	0	25	1	BIKE
654	20	4	0	25	1	BRCA
654	10	4	0	25	1	CAR
654	30	4	0	25	1	DIAB
654	20	4	0	25	1	DOC
654	10	4	0	25	1	FLU
654	0	4	0	25	1	GREY
654	10	4	0	25	1	HRT
654	70	4	0	25	1	NUC
654	5	4	0	25	1	OVCA
654	10	4	0	25	1	PLANE
654	20	4	0	25	1	POOL
654	.	4	0	25	1	PRCA
654	90	4	0	25	1	SWAT
654	30	4	0	25	1	XRAY
657	5	4	1	23	0	APPL
657	30	4	1	23	0	BIKE
657	10	4	1	23	0	BRCA
657	50	4	1	23	0	CAR
657	5	4	1	23	0	DIAB
657	0	4	1	23	0	DOC
657	20	4	1	23	0	FLU
657	10	4	1	23	0	GREY
657	30	4	1	23	0	HRT
657	80	4	1	23	0	NUC
657	.	4	1	23	0	OVCA
657	30	4	1	23	0	PLANE
657	5	4	1	23	0	POOL
657	10	4	1	23	0	PRCA
657	90	4	1	23	0	SWAT
657	25	4	1	23	0	XRAY
658	30	4	0	21	0	APPL
658	20	4	0	21	0	BIKE
658	20	4	0	21	0	BRCA
658	30	4	0	21	0	CAR
658	30	4	0	21	0	DIAB
658	10	4	0	21	0	DOC
658	20	4	0	21	0	FLU
658	20	4	0	21	0	GREY
658	30	4	0	21	0	HRT
658	90	4	0	21	0	NUC
658	30	4	0	21	0	OVCA
658	50	4	0	21	0	PLANE
658	8	4	0	21	0	POOL
658	.	4	0	21	0	PRCA
658	90	4	0	21	0	SWAT
658	40	4	0	21	0	XRAY
660	5	4	0	18	0	APPL
660	10	4	0	18	0	BIKE
660	10	4	0	18	0	BRCA
660	15	4	0	18	0	CAR
660	10	4	0	18	0	DIAB
660	35	4	0	18	0	DOC
660	10	4	0	18	0	FLU
660	10	4	0	18	0	GREY
660	10	4	0	18	0	HRT
660	95	4	0	18	0	NUC
660	10	4	0	18	0	OVCA
660	30	4	0	18	0	PLANE
660	10	4	0	18	0	POOL
660	.	4	0	18	0	PRCA
660	50	4	0	18	0	SWAT
660	50	4	0	18	0	XRAY
668	5	4	1	22	3	APPL
668	70	4	1	22	3	BIKE
668	75	4	1	22	3	BRCA
668	10	4	1	22	3	CAR
668	10	4	1	22	3	DIAB
668	.	4	1	22	3	DOC
668	40	4	1	22	3	FLU
668	0	4	1	22	3	GREY
668	20	4	1	22	3	HRT
668	100	4	1	22	3	NUC
668	.	4	1	22	3	OVCA
668	10	4	1	22	3	PLANE
668	10	4	1	22	3	POOL
668	10	4	1	22	3	PRCA
668	50	4	1	22	3	SWAT
668	90	4	1	22	3	XRAY
669	10	4	1	24	3	APPL
669	50	4	1	24	3	BIKE
669	20	4	1	24	3	BRCA
669	30	4	1	24	3	CAR
669	10	4	1	24	3	DIAB
669	40	4	1	24	3	DOC
669	50	4	1	24	3	FLU
669	50	4	1	24	3	GREY
669	10	4	1	24	3	HRT
669	70	4	1	24	3	NUC
669	.	4	1	24	3	OVCA
669	20	4	1	24	3	PLANE
669	25	4	1	24	3	POOL
669	40	4	1	24	3	PRCA
669	60	4	1	24	3	SWAT
669	60	4	1	24	3	XRAY
671	10	4	1	21	0	APPL
671	25	4	1	21	0	BIKE
671	30	4	1	21	0	BRCA
671	10	4	1	21	0	CAR
671	10	4	1	21	0	DIAB
671	0	4	1	21	0	DOC
671	36	4	1	21	0	FLU
671	50	4	1	21	0	GREY
671	40	4	1	21	0	HRT
671	20	4	1	21	0	NUC
671	.	4	1	21	0	OVCA
671	10	4	1	21	0	PLANE
671	10	4	1	21	0	POOL
671	15	4	1	21	0	PRCA
671	80	4	1	21	0	SWAT
671	30	4	1	21	0	XRAY
673	15	4	0	21	0	APPL
673	40	4	0	21	0	BIKE
673	25	4	0	21	0	BRCA
673	20	4	0	21	0	CAR
673	25	4	0	21	0	DIAB
673	20	4	0	21	0	DOC
673	15	4	0	21	0	FLU
673	10	4	0	21	0	GREY
673	20	4	0	21	0	HRT
673	45	4	0	21	0	NUC
673	20	4	0	21	0	OVCA
673	70	4	0	21	0	PLANE
673	10	4	0	21	0	POOL
673	.	4	0	21	0	PRCA
673	90	4	0	21	0	SWAT
673	30	4	0	21	0	XRAY
678	10	4	0	25	2	APPL
678	70	4	0	25	2	BIKE
678	45	4	0	25	2	BRCA
678	50	4	0	25	2	CAR
678	45	4	0	25	2	DIAB
678	35	4	0	25	2	DOC
678	5	4	0	25	2	FLU
678	10	4	0	25	2	GREY
678	45	4	0	25	2	HRT
678	40	4	0	25	2	NUC
678	45	4	0	25	2	OVCA
678	45	4	0	25	2	PLANE
678	5	4	0	25	2	POOL
678	.	4	0	25	2	PRCA
678	80	4	0	25	2	SWAT
678	70	4	0	25	2	XRAY
679	30	4	0	25	2	APPL
679	10	4	0	25	2	BIKE
679	40	4	0	25	2	BRCA
679	10	4	0	25	2	CAR
679	20	4	0	25	2	DIAB
679	40	4	0	25	2	DOC
679	0	4	0	25	2	FLU
679	10	4	0	25	2	GREY
679	80	4	0	25	2	HRT
679	100	4	0	25	2	NUC
679	60	4	0	25	2	OVCA
679	60	4	0	25	2	PLANE
679	20	4	0	25	2	POOL
679	.	4	0	25	2	PRCA
679	100	4	0	25	2	SWAT
679	100	4	0	25	2	XRAY
682	20	4	0	19	0	APPL
682	15	4	0	19	0	BIKE
682	25	4	0	19	0	BRCA
682	20	4	0	19	0	CAR
682	20	4	0	19	0	DIAB
682	20	4	0	19	0	DOC
682	15	4	0	19	0	FLU
682	35	4	0	19	0	GREY
682	30	4	0	19	0	HRT
682	85	4	0	19	0	NUC
682	70	4	0	19	0	OVCA
682	15	4	0	19	0	PLANE
682	10	4	0	19	0	POOL
682	.	4	0	19	0	PRCA
682	85	4	0	19	0	SWAT
682	75	4	0	19	0	XRAY
684	0	4	0	19	3	APPL
684	25	4	0	19	3	BIKE
684	60	4	0	19	3	BRCA
684	60	4	0	19	3	CAR
684	10	4	0	19	3	DIAB
684	15	4	0	19	3	DOC
684	5	4	0	19	3	FLU
684	10	4	0	19	3	GREY
684	25	4	0	19	3	HRT
684	95	4	0	19	3	NUC
684	60	4	0	19	3	OVCA
684	10	4	0	19	3	PLANE
684	5	4	0	19	3	POOL
684	.	4	0	19	3	PRCA
684	75	4	0	19	3	SWAT
684	80	4	0	19	3	XRAY
688	0	4	1	23	0	APPL
688	5	4	1	23	0	BIKE
688	.	4	1	23	0	BRCA
688	60	4	1	23	0	CAR
688	5	4	1	23	0	DIAB
688	5	4	1	23	0	DOC
688	65	4	1	23	0	FLU
688	10	4	1	23	0	GREY
688	15	4	1	23	0	HRT
688	60	4	1	23	0	NUC
688	.	4	1	23	0	OVCA
688	20	4	1	23	0	PLANE
688	20	4	1	23	0	POOL
688	10	4	1	23	0	PRCA
688	60	4	1	23	0	SWAT
688	55	4	1	23	0	XRAY
706	15	4	0	20	0	APPL
706	15	4	0	20	0	BIKE
706	30	4	0	20	0	BRCA
706	5	4	0	20	0	CAR
706	25	4	0	20	0	DIAB
706	0	4	0	20	0	DOC
706	2	4	0	20	0	FLU
706	3	4	0	20	0	GREY
706	20	4	0	20	0	HRT
706	10	4	0	20	0	NUC
706	18	4	0	20	0	OVCA
706	5	4	0	20	0	PLANE
706	20	4	0	20	0	POOL
706	.	4	0	20	0	PRCA
706	50	4	0	20	0	SWAT
706	20	4	0	20	0	XRAY
708	25	4	0	23	0	APPL
708	30	4	0	23	0	BIKE
708	0	4	0	23	0	BRCA
708	45	4	0	23	0	CAR
708	0	4	0	23	0	DIAB
708	0	4	0	23	0	DOC
708	0	4	0	23	0	FLU
708	0	4	0	23	0	GREY
708	0	4	0	23	0	HRT
708	50	4	0	23	0	NUC
708	0	4	0	23	0	OVCA
708	70	4	0	23	0	PLANE
708	25	4	0	23	0	POOL
708	.	4	0	23	0	PRCA
708	75	4	0	23	0	SWAT
708	30	4	0	23	0	XRAY
709	1	4	1	19	0	APPL
709	60	4	1	19	0	BIKE
709	50	4	1	19	0	BRCA
709	20	4	1	19	0	CAR
709	95	4	1	19	0	DIAB
709	10	4	1	19	0	DOC
709	2	4	1	19	0	FLU
709	0	4	1	19	0	GREY
709	70	4	1	19	0	HRT
709	70	4	1	19	0	NUC
709	.	4	1	19	0	OVCA
709	50	4	1	19	0	PLANE
709	.	4	1	19	0	POOL
709	50	4	1	19	0	PRCA
709	98	4	1	19	0	SWAT
709	50	4	1	19	0	XRAY
710	3	4	0	20	2	APPL
710	5	4	0	20	2	BIKE
710	1	4	0	20	2	BRCA
710	25	4	0	20	2	CAR
710	5	4	0	20	2	DIAB
710	1	4	0	20	2	DOC
710	2	4	0	20	2	FLU
710	2	4	0	20	2	GREY
710	1	4	0	20	2	HRT
710	80	4	0	20	2	NUC
710	2	4	0	20	2	OVCA
710	5	4	0	20	2	PLANE
710	25	4	0	20	2	POOL
710	.	4	0	20	2	PRCA
710	75	4	0	20	2	SWAT
710	50	4	0	20	2	XRAY
711	3	4	0	20	3	APPL
711	5	4	0	20	3	BIKE
711	1	4	0	20	3	BRCA
711	25	4	0	20	3	CAR
711	5	4	0	20	3	DIAB
711	1	4	0	20	3	DOC
711	2	4	0	20	3	FLU
711	2	4	0	20	3	GREY
711	1	4	0	20	3	HRT
711	85	4	0	20	3	NUC
711	2	4	0	20	3	OVCA
711	5	4	0	20	3	PLANE
711	25	4	0	20	3	POOL
711	.	4	0	20	3	PRCA
711	75	4	0	20	3	SWAT
711	25	4	0	20	3	XRAY
712	3	4	0	22	0	APPL
712	60	4	0	22	0	BIKE
712	95	4	0	22	0	BRCA
712	30	4	0	22	0	CAR
712	12	4	0	22	0	DIAB
712	60	4	0	22	0	DOC
712	0	4	0	22	0	FLU
712	5	4	0	22	0	GREY
712	10	4	0	22	0	HRT
712	90	4	0	22	0	NUC
712	30	4	0	22	0	OVCA
712	40	4	0	22	0	PLANE
712	20	4	0	22	0	POOL
712	.	4	0	22	0	PRCA
712	80	4	0	22	0	SWAT
712	30	4	0	22	0	XRAY
713	5	4	0	19	0	APPL
713	10	4	0	19	0	BIKE
713	20	4	0	19	0	BRCA
713	10	4	0	19	0	CAR
713	5	4	0	19	0	DIAB
713	10	4	0	19	0	DOC
713	10	4	0	19	0	FLU
713	2	4	0	19	0	GREY
713	10	4	0	19	0	HRT
713	80	4	0	19	0	NUC
713	10	4	0	19	0	OVCA
713	20	4	0	19	0	PLANE
713	5	4	0	19	0	POOL
713	.	4	0	19	0	PRCA
713	90	4	0	19	0	SWAT
713	40	4	0	19	0	XRAY
714	20	4	0	20	0	APPL
714	10	4	0	20	0	BIKE
714	0	4	0	20	0	BRCA
714	10	4	0	20	0	CAR
714	10	4	0	20	0	DIAB
714	10	4	0	20	0	DOC
714	10	4	0	20	0	FLU
714	10	4	0	20	0	GREY
714	10	4	0	20	0	HRT
714	100	4	0	20	0	NUC
714	0	4	0	20	0	OVCA
714	20	4	0	20	0	PLANE
714	20	4	0	20	0	POOL
714	.	4	0	20	0	PRCA
714	50	4	0	20	0	SWAT
714	50	4	0	20	0	XRAY
715	80	4	0	22	0	APPL
715	30	4	0	22	0	BIKE
715	40	4	0	22	0	BRCA
715	30	4	0	22	0	CAR
715	20	4	0	22	0	DIAB
715	60	4	0	22	0	DOC
715	10	4	0	22	0	FLU
715	50	4	0	22	0	GREY
715	20	4	0	22	0	HRT
715	100	4	0	22	0	NUC
715	30	4	0	22	0	OVCA
715	70	4	0	22	0	PLANE
715	30	4	0	22	0	POOL
715	.	4	0	22	0	PRCA
715	80	4	0	22	0	SWAT
715	70	4	0	22	0	XRAY
716	20	4	1	20	0	APPL
716	10	4	1	20	0	BIKE
716	0	4	1	20	0	BRCA
716	40	4	1	20	0	CAR
716	0	4	1	20	0	DIAB
716	25	4	1	20	0	DOC
716	10	4	1	20	0	FLU
716	0	4	1	20	0	GREY
716	0	4	1	20	0	HRT
716	25	4	1	20	0	NUC
716	.	4	1	20	0	OVCA
716	40	4	1	20	0	PLANE
716	10	4	1	20	0	POOL
716	0	4	1	20	0	PRCA
716	50	4	1	20	0	SWAT
716	5	4	1	20	0	XRAY
717	10	4	0	21	1	APPL
717	10	4	0	21	1	BIKE
717	0	4	0	21	1	BRCA
717	40	4	0	21	1	CAR
717	0	4	0	21	1	DIAB
717	20	4	0	21	1	DOC
717	10	4	0	21	1	FLU
717	0	4	0	21	1	GREY
717	0	4	0	21	1	HRT
717	30	4	0	21	1	NUC
717	0	4	0	21	1	OVCA
717	20	4	0	21	1	PLANE
717	10	4	0	21	1	POOL
717	.	4	0	21	1	PRCA
717	60	4	0	21	1	SWAT
717	5	4	0	21	1	XRAY
718	2	4	0	21	1	APPL
718	5	4	0	21	1	BIKE
718	15	4	0	21	1	BRCA
718	5	4	0	21	1	CAR
718	5	4	0	21	1	DIAB
718	5	4	0	21	1	DOC
718	1	4	0	21	1	FLU
718	5	4	0	21	1	GREY
718	5	4	0	21	1	HRT
718	60	4	0	21	1	NUC
718	.	4	0	21	1	OVCA
718	25	4	0	21	1	PLANE
718	5	4	0	21	1	POOL
718	.	4	0	21	1	PRCA
718	100	4	0	21	1	SWAT
718	40	4	0	21	1	XRAY
719	30	4	0	21	1	APPL
719	10	4	0	21	1	BIKE
719	30	4	0	21	1	BRCA
719	30	4	0	21	1	CAR
719	30	4	0	21	1	DIAB
719	10	4	0	21	1	DOC
719	30	4	0	21	1	FLU
719	0	4	0	21	1	GREY
719	10	4	0	21	1	HRT
719	100	4	0	21	1	NUC
719	30	4	0	21	1	OVCA
719	80	4	0	21	1	PLANE
719	40	4	0	21	1	POOL
